address,LATB,LNGB,price,time
"东方恒星园??
                    江岸-后湖-金桥大道18号",30.639347,114.293755,16533,2007
"园丁苑??
                    江汉-杨汊湖-姑嫂树路51号",30.639188,114.265106,16216,2000
"园丁苑??
                    江汉-杨汊湖-姑嫂树路51号",30.639188,114.265106,16216,1998
"万景橘苑??
                    江汉-常青-新湾路71号",30.638829,114.257045,20930,2016
"江花苑??
                    江汉-杨汊湖-新华下路80号",30.63873,114.267621,15000,2002
"江花苑??
                    江汉-杨汊湖-新华下路80号",30.63873,114.267621,15000,2000
"阳光新苑??
                    江汉-常青-新湾五路201号",30.638648,114.258903,17629,2007
"阳光新苑??
                    江汉-常青-新湾五路201号",30.638648,114.258903,17553,2005
"绿色家园??
                    江汉-杨汊湖-长港路288号",30.638562,114.263442,16888,2005
"绿色家园??
                    江岸-永清街-胜利街310号",30.638562,114.263442,35507,1998
"卧龙丽景湾名著??
                    东西湖-金银湖-马城西路",30.638545,114.230109,18588,2011
"汉口花园1期A区??
                    江岸-塔子湖-后湖大道",30.638538,114.272644,17410,2005
"汉口花园一期B区韵竹里??
                    江岸-塔子湖-后湖大道",30.638538,114.272644,20169,2004
"紫御公馆??
                    江岸-后湖-金桥大道16号",30.638266,114.293783,20579,2013
"汉口花园逸松庭??
                    江岸-塔子湖-后湖大道54号",30.638082,114.277238,17868,2010
"成功花园A区??
                    洪山-新南湖-南李路",30.637658,114.401925,18313,2002
"成功花园A区??
                    洪山-新南湖-南李路",30.637658,114.401925,19381,2004
"八大家花园??
                    青山-钢都花园-建设三路25附1号",30.637524,114.395395,20879,2016
"八大家花园??
                    青山-钢都花园-建设三路25附1号",30.637524,114.395395,21224,2015
"紫轩美佳??
                    江岸-后湖-正义路",30.637498,114.301172,18765,2012
"紫轩美佳??
                    江岸-后湖-正义路",30.637498,114.301172,21363,2012
"红光小区??
                    江汉-常青-新湾路40号",30.637466,114.255174,15237,2000
"红光小区??
                    江汉-常青-新湾路40号",30.637466,114.255174,17605,1998
"红光小区??
                    江汉-常青-新湾路40号",30.637466,114.255174,15774,1995
"金地格林春岸??
                    东西湖-金银湖-金银湖南街3号",30.63737,114.200595,15533,2010
"金地格林春岸??
                    东西湖-金银湖-金银湖南街3号",30.63737,114.200595,15533,2013
"远洋心里??
                    江汉-杨汊湖-常青五路",30.637139,114.266444,18556,2016
"蓝色天际??
                    江汉-杨汊湖-唐家墩路203号",30.637064,114.276898,17746,2003
"蓝色天际??
                    江汉-杨汊湖-唐家墩路203号",30.637064,114.276898,17098,2003
"湖北省旅游学校教工宿舍??
                    洪山-卓刀泉-雄楚大道488号",30.636991,114.253155,16410,1995
"阅景国际??
                    东西湖-金银湖-金银湖路7号",30.636616,114.208928,13636,2014
"常青南园北区??
                    江汉-常青-长港路58号",30.636557,114.253073,24661,2012
"美联联邦生活区美联时光里??
                    江汉-杨汊湖-姑嫂树路",30.636508,114.274457,19266,2017
"美联联邦生活区美联时光里??
                    江汉-杨汊湖-姑嫂树路",30.636508,114.274457,19243,2016
"美联联邦生活区美联时光里??
                    江汉-杨汊湖-姑嫂树路",30.636508,114.274457,22131,2016
"美联联邦生活区美联时光里??
                    江汉-杨汊湖-姑嫂树路",30.636508,114.274457,23064,2016
"美联联邦生活区美联时光里??
                    江汉-杨汊湖-姑嫂树路",30.636508,114.274457,22183,2016
"美联联邦生活区美联时光里??
                    江汉-杨汊湖-姑嫂树路",30.636508,114.274457,22682,2016
"海景花园C区??
                    东西湖-吴家山-二雅路",30.635818,114.158291,10333,2002
"山北自治小区??
                    东西湖-吴家山-山北路53号",30.635717,114.139873,13876,2002
"金珠港湾一期??
                    东西湖-金银湖-金桥五路特8号",30.635431,114.196864,9607,2005
"常二社区??
                    江汉-杨汊湖-常青三路118号",30.635061,114.265363,16091,2000
"江南春城??
                    青山-和平大道-和平大道",30.634978,114.386416,22661,2009
"四十九街坊??
                    青山-和平大道-旅大街",30.634975,114.378303,18933,2000
"武汉自贸城(商住楼)??
                    东西湖-东西湖周边-高桥二路特2号",30.634935,114.058818,5636,2015
"武汉自贸城(商住楼)??
                    东西湖-东西湖周边-高桥二路特2号",30.634935,114.058818,6431,2017
"常青一垸??
                    江汉-杨汊湖-常青五路",30.634906,114.268536,16363,1998
"开来银湖鑫城??
                    东西湖-金银湖-环湖东路2号",30.634863,114.219973,14961,2015
"中建开元公馆??
                    青山-和平大道-建设二路",30.634724,114.38201,20942,2017
"恒大嘉园??
                    东西湖-吴家山-东吴大道72号",30.634265,114.123399,16000,2012
"馨苑小区??
                    江汉-常青-新湾五路141号",30.634026,114.260422,16491,2002
"华苑里社区(48-53栋)??
                    江汉-杨汊湖-|华苑里7-49号",30.633894,114.269767,16406,1998
"华苑里社区(23-47栋)??
                    江汉-杨汊湖-华苑里7-49号",30.633894,114.269767,18333,2000
"嘉禾园??
                    东西湖-吴家山-东吴大道1215号",30.633622,114.160129,13043,2004
"三和剑桥城??
                    蔡甸-蔡甸周边-蔡甸大街",30.633579,114.264315,9800,2015
"30街坊??
                    青山-工业冶金-鄂州街",30.633576,114.399456,19361,1989
"30街坊??
                    青山-工业冶金-鄂州街",30.633576,114.399456,19313,1980
"天合新界??
                    东西湖-吴家山-二雅路198号",30.63355,114.158118,14396,2013
"天合新界??
                    东西湖-吴家山-二雅路198号",30.63355,114.158118,15384,2012
"天合新界??
                    东西湖-吴家山-二雅路198号",30.63355,114.158118,14385,2012
"塔子湖兴隆苑??
                    江岸-塔子湖-塔子湖东路",30.6335,114.284898,12673,2016
"浩海小区??
                    江汉-杨汊湖-红旗渠路133号",30.63289,114.264713,14000,1999
"浩海小区??
                    江汉-杨汊湖-红旗渠路133号",30.63289,114.264713,13469,2000
"浩海小区??
                    江汉-杨汊湖-红旗渠路133号",30.63289,114.264713,16500,1999
"新大地花园??
                    江岸-二七路-工农兵路109号",30.632866,114.31752,19028,1999
"中胜国际??
                    江岸-后湖-赵家条尾村132号",30.632593,114.300999,18000,2016
"万科城??
                    江汉-常青-常青路167号",30.63246,114.241846,22650,2011
"万科城??
                    江汉-常青-常青路167号",30.63246,114.241846,24647,2012
"晟蓝花园??
                    江岸-后湖-二七路",30.63238,114.298148,20212,2010
"东立国际??
                    江岸-二七路-工农兵路152号",30.632309,114.320757,25179,2010
"东立国际??
                    江岸-二七路-工农兵路152号",30.632309,114.320757,24878,2008
"东立国际??
                    江岸-二七路-工农兵路152号",30.632309,114.320757,20463,2008
"联合社区??
                    江岸-竹叶山花桥-二七侧路1号",30.632289,114.305497,17666,1996
"石化小区??
                    青山-和平大道-建设一路59街",30.632288,114.375624,18435,2000
"新华家园??
                    江汉-杨汊湖-姑嫂树路11号",30.632102,114.270485,15504,2003
"金色雅园金涛苑??
                    江汉-常青-常青三路25号",30.631947,114.255322,19350,2016
"金域花园??
                    青山-钢都花园-工业路18号",30.631848,114.392927,20240,2008
"天伦华庭??
                    江岸-二七路-工农兵路107号",30.631253,114.317101,20227,2008
"东兴天地B区??
                    青山-和平大道-三弓路",30.63121,114.371828,14666,2004
"大城小院??
                    洪山-铁机路-友谊大道678-21号",30.631147,114.271294,22991,2010
"大城小院??
                    洪山-铁机路-友谊大道678-21号",30.631147,114.271294,22093,2012
"青馨居??
                    青山-工业冶金-杨春湖路",30.630393,114.420326,14487,2017
"金岛御璟世家(二期)??
                    江岸-竹叶山花桥-赵家条路88号",30.630207,114.308042,23199,2018
"金岛御璟世家(二期)??
                    江岸-竹叶山花桥-赵家条路88号",30.630207,114.308042,22142,2015
"金色雅园金沙苑??
                    江汉-常青-常青一路88号",30.630025,114.254525,20500,2008
"金色雅园金沙苑??
                    江汉-常青-常青一路88号",30.630025,114.254525,16800,2007
"鑫城宜居??
                    东西湖-吴家山-东吴大道88号",30.629965,114.123699,10285,2015
"西湖庭苑??
                    东西湖-吴家山-东吴大道1169号",30.629922,114.158873,12296,2008
"东方名都??
                    江汉-常青-江发路1号",30.629809,114.244797,14864,2005
"田园西村??
                    东西湖-吴家山-东吴大道948号",30.629335,114.146978,18181,2000
"红旗公寓??
                    江汉-常青-站北路7号",30.629331,114.262431,19047,2004
"翰林紫园??
                    江岸-二七路-工农兵路125号",30.629324,114.315695,25934,2016
"华中国际广场??
                    江岸-竹叶山花桥-黄孝河路",30.629023,114.293964,13809,2016
"华中国际广场??
                    江岸-竹叶山花桥-黄孝河路",30.629023,114.293964,18392,2016
"华中国际广场??
                    江岸-竹叶山花桥-黄孝河路",30.629023,114.293964,16071,2016
"华中国际广场??
                    江岸-竹叶山花桥-黄孝河路",30.629023,114.293964,17142,2017
"华中国际广场??
                    江岸-竹叶山花桥-黄孝河路",30.629023,114.293964,13954,2016
"华中国际广场??
                    江岸-竹叶山花桥-黄孝河路",30.629023,114.293964,17846,2018
"学林华府??
                    江汉-杨汊湖-常青一路站北二村239号",30.628898,114.266836,19967,2008
"金色雅园金源苑??
                    江汉-常青-红旗渠路",30.62835,114.251168,19277,2003
"金色雅园金源苑??
                    江汉-常青-红旗渠路",30.62835,114.251168,19934,2008
"金色雅园金源苑??
                    江汉-常青-红旗渠路",30.62835,114.251168,16666,2003
"新华家园文锦苑??
                    江汉-杨汊湖-常青一路206号",30.628328,114.264206,22291,2004
"新华家园文锦苑??
                    江汉-杨汊湖-常青一路206号",30.628328,114.264206,16504,2007
"德才里??
                    江岸-竹叶山花桥-发展大道598号",30.628065,114.290467,19444,1995
"冶金108街坊??
                    青山-工业冶金-工业三路",30.628032,114.405961,17924,1998
"冶金108街坊??
                    青山-工业冶金-工业三路",30.628032,114.405961,17500,1999
"冶金108街坊??
                    青山-工业冶金-工业三路",30.628032,114.405961,19827,2000
"华润翡翠城??
                    硚口-长丰大道-城华路",30.62785,114.211171,13380,2018
"冶金105街坊物业小区??
                    青山-工业冶金-黄州街41附1号",30.627791,114.408567,19000,1995
"田园小区??
                    江岸-塔子湖-青松路",30.627455,114.281738,14736,2000
"航天双城??
                    江岸-二七路-解放大道2159号",30.62741,114.32115,29673,2008
"航天双城??
                    江岸-二七路-解放大道2159号",30.62741,114.32115,34965,2014
"航天双城??
                    江岸-二七路-解放大道2159号",30.62741,114.32115,31250,2010
"航天双城??
                    江岸-二七路-解放大道2159号",30.62741,114.32115,34965,2013
"百胜家想时代??
                    江岸-塔子湖-发展大道395-399号",30.627265,114.285351,18461,2006
"紫润明园南区??
                    硚口-长丰大道-城华路",30.62687,114.218441,15274,2010
"紫润明园南区??
                    硚口-长丰大道-城华路",30.62687,114.218441,13736,2013
"东兴天地A区??
                    青山-和平大道-七棉路",30.626868,114.370948,15384,2014
"后九万方二村??
                    江岸-竹叶山花桥-黄浦大街289号",30.62684,114.298017,16250,1990
"罗家庄社区??
                    江岸-二七路-建设大道",30.6267,114.30883,17500,2000
"冶金109街坊??
                    青山-工业冶金-恩施街26附23号",30.626426,114.405437,14537,2005
"杨春湖景苑??
                    洪山-欢乐谷-友谊大道1387号",30.626314,114.422138,16206,2009
"蔡家田社区B区??
                    江岸-竹叶山花桥-俊才街32号",30.625973,114.285495,17371,1992
"蔡家田社区B区??
                    江岸-竹叶山花桥-俊才街32号",30.625973,114.285495,18421,1996
"福星惠誉福星城北区??
                    江汉-常青-红旗渠路89号",30.62586,114.252052,23281,2012
"福星惠誉福星城北区??
                    江汉-常青-红旗渠路89号",30.62586,114.252052,21975,2013
"顶琇晶城??
                    江汉-杨汊湖-发展大道299号",30.625768,114.278709,22872,2008
"钢花新村119街坊??
                    青山-钢都花园-辽宁街",30.625765,114.384505,20000,2000
"钢花新村119街坊??
                    青山-钢都花园-辽宁街",30.625765,114.384505,18043,1998
"钢花新村119街坊??
                    青山-钢都花园-辽宁街",30.625765,114.384505,19357,2000
"亚安花园??
                    江岸-二七路-建设大道832号",30.625329,114.306632,23304,2006
"蔡家田社区A区??
                    江岸-竹叶山花桥-江大路256号",30.625276,114.282184,16216,1995
"蔡家田社区A区??
                    江岸-竹叶山花桥-江大路256号",30.625276,114.282184,18571,1999
"蔡家田社区A区??
                    江岸-竹叶山花桥-江大路256号",30.625276,114.282184,18243,1999
"蔡家田社区A区??
                    江岸-竹叶山花桥-江大路256号",30.625276,114.282184,20662,1998
"奥山世纪城澜郡??
                    青山-和平大道-园林北巷",30.625202,114.368648,26086,2014
"奥山世纪城澜郡??
                    青山-和平大道-园林北巷",30.625202,114.368648,22813,2015
"奥山世纪城澜郡??
                    青山-和平大道-园林北巷",30.625202,114.368648,25531,2017
"奥山世纪城澜郡??
                    青山-和平大道-园林北巷",30.625202,114.368648,26579,2018
"奥山世纪城澜郡??
                    青山-和平大道-园林北巷",30.625202,114.368648,24112,2017
"黄家墩社区??
                    江岸-二七路-黄家墩路",30.62515,114.320619,18771,1998
"东和颐园??
                    东西湖-吴家山-一清路",30.625023,114.160089,15168,2011
"东和颐园??
                    东西湖-吴家山-一清路",30.625023,114.160089,13646,2010
"奥山世纪城澜橼??
                    青山-和平大道-园林路",30.624614,114.367929,24581,2015
"奥山世纪城澜橼??
                    青山-和平大道-园林路",30.624614,114.367929,24468,2015
"奥山世纪城澜橼??
                    青山-和平大道-园林路",30.624614,114.367929,24946,2016
"长航局江大路住宅小区??
                    江岸-竹叶山花桥-江大路24号",30.624561,114.29856,17934,2000
"万科汉口传奇唐樾??
                    江汉-杨汊湖-新华路",30.624497,114.272173,26760,2017
"德威大厦??
                    江岸-竹叶山花桥-江大路28号",30.624296,114.296791,20000,2007
"福星惠誉福星城南区??
                    江汉-常青-红旗渠路89号",30.624223,114.252582,20779,2013
"青翠苑1院??
                    青山-工业冶金-工业一路50附3号",30.624021,114.397802,14358,1998
"中级法院宿舍??
                    江岸-竹叶山花桥-江大路123号",30.623954,114.288349,14204,2001
"统建大江园北苑??
                    江岸-竹叶山花桥-花桥街18号",30.623513,114.300622,22875,2003
"圆梦圆国际广场??
                    江岸-竹叶山花桥-黄孝河路49号",30.623445,114.291925,21264,2008
"奥山世纪城??
                    青山-和平大道-和平大道1214号",30.622936,114.367809,25263,2016
"奥山世纪城??
                    青山-和平大道-和平大道1214号",30.622936,114.367809,24869,2013
"香缇美景??
                    江汉-常青-江大路特1号",30.622889,114.236716,15802,2006
"香缇美景??
                    江汉-常青-江大路特1号",30.622889,114.236716,17901,2000
"香缇美景??
                    江汉-常青-江大路特1号",30.622889,114.236716,16292,2000
"香缇美景??
                    江汉-常青-江大路特1号",30.622889,114.236716,17570,2006
"滨江苑(二期)??
                    江岸-二七路-沿江大道",30.622298,114.325891,32576,2006
"滨江苑(一期)??
                    江岸-二七路-沿江大道",30.622298,114.325891,30689,2004
"蓝空国粹香舍??
                    江汉-唐家墩-唐蔡路2号",30.621893,114.278635,21428,2008
"福星惠誉青城华府??
                    洪山-欢乐谷-仁和路99号",30.621571,114.39537,16043,2013
"福星惠誉青城华府??
                    洪山-欢乐谷-仁和路99号",30.621571,114.39537,18478,2015
"青扬六和??
                    青山-钢都花园-罗家港路3号",30.621558,114.368798,20403,2014
"钢都花园123街坊??
                    青山-钢都花园-友谊大道759号",30.621514,114.376149,19487,2002
"钢都花园123街坊??
                    青山-钢都花园-友谊大道759号",30.621514,114.376149,20131,2002
"钉丝小区??
                    江汉-唐家墩-三眼桥路211号",30.621271,114.283319,18811,2000
"育才社区??
                    江岸-竹叶山花桥-育才三村3号",30.6212,114.289657,20666,1995
"三金华都??
                    江汉-唐家墩-新华路738号",30.621106,114.271328,25892,2012
"三金华都??
                    江汉-唐家墩-新华路738号",30.621106,114.271328,24838,2014
"武汉天地御江璟城??
                    江岸-永清街-永祥路6号",30.621024,114.323049,52995,2014
"武汉天地御江璟城??
                    江岸-永清街-永祥路6号",30.621024,114.323049,54500,2014
"武汉天地御江璟城??
                    江岸-永清街-永祥路6号",30.621024,114.323049,60563,2014
"花桥社区??
                    江岸-竹叶山花桥-惠济一路15附6号",30.620803,114.293104,19870,1995
"香江花园一二期(1-4栋)??
                    江汉-唐家墩-荷花池街",30.620725,114.280877,20833,2002
"钢都花园125街坊??
                    青山-钢都花园-南干渠街",30.619914,114.369482,20250,2000
"馨竹苑??
                    硚口-长丰大道-长风路13号",30.619846,114.197747,15102,2012
"冶建花园(东区)??
                    青山-钢都花园-友谊大道868号",30.619818,114.382154,17241,2000
"冶建花园(东区)??
                    青山-钢都花园-友谊大道868号",30.619818,114.382154,16500,2003
"海虹景??
                    江汉-唐家墩-三眼桥北路39号",30.619762,114.28409,27894,2007
"黄浦雅苑??
                    江岸-永清街-黄浦大街25号",30.6193,114.312687,22924,2005
"黄浦雅苑??
                    江岸-永清街-黄浦大街25号",30.6193,114.312687,28676,2004
"东方雅园三期??
                    洪山-欢乐谷-智和路",30.619008,114.408837,16666,2010
"钢都花园126街坊??
                    青山-钢都花园-友谊大道737号",30.618976,114.37268,21311,2002
"海马公园??
                    江汉-王家墩商务区-后襄河北路",30.618486,114.261832,22900,2017
"鑫城国际聚福苑??
                    江汉-唐家墩-新华路561-587号",30.618196,114.26978,22692,2012
"2008城市花园??
                    硚口-长丰大道-长丰大道99号",30.617895,114.197806,15573,2008
"2008城市花园??
                    硚口-长丰大道-长丰大道99号",30.617895,114.197806,14306,2008
"2008城市花园??
                    硚口-长丰大道-长丰大道99号",30.617895,114.197806,15555,2008
"2008城市花园??
                    硚口-长丰大道-长丰大道99号",30.617895,114.197806,13703,2008
"2008城市花园??
                    硚口-长丰大道-长丰大道99号",30.617895,114.197806,16421,2011
"丰竹园西区??
                    硚口-长丰大道-丰雅路",30.617777,114.243516,16400,2006
"日月华庭??
                    江汉-唐家墩-新华下路83号",30.61775,114.272209,25188,2004
"日月华庭??
                    江汉-唐家墩-新华下路83号",30.61775,114.272209,24230,2008
"日月华庭??
                    江汉-唐家墩-新华下路83号",30.61775,114.272209,2527,2006
"御才名仕??
                    江岸-竹叶山花桥-惠济一路",30.617696,114.294457,34460,2016
"大唐新都??
                    江汉-唐家墩-唐家墩路23号",30.617686,114.277172,19152,2004
"天顺园六组团??
                    硚口-长丰大道-长风路",30.617544,114.222625,13114,2008
"天顺园十组团??
                    硚口-长丰大道-长风路",30.617544,114.222625,13297,2000
"天顺园十组团??
                    硚口-长丰大道-长风路",30.617544,114.222625,13297,2008
"天顺园五组团??
                    硚口-长丰大道-丰顺路",30.617544,114.222625,13000,2005
"天顺园四组团??
                    硚口-长丰大道-丰顺路",30.617544,114.222625,12564,2005
"天顺园东2区??
                    硚口-长丰大道-长风路",30.617544,114.222625,1384,2004
"天顺园东2区??
                    硚口-长丰大道-长风路",30.617544,114.222625,12337,2000
"天顺园东2区??
                    硚口-长丰大道-长风路",30.617544,114.222625,15172,2000
"橡树湾??
                    武昌-徐东-铁机路",30.616862,114.353501,34460,2013
"惠园大公馆??
                    江岸-竹叶山花桥-建设大道959号",30.616804,114.295595,20990,2009
"东航小区??
                    江汉-王家墩商务区-常青路56号",30.616643,114.258217,15145,1998
"江北园丁苑??
                    江汉-唐家墩-牯牛洲街13号",30.61637,114.268199,17142,2000
"惠济社区??
                    江岸-竹叶山花桥-解放公园路48号",30.616078,114.294541,28947,1990
"金鹤园北区??
                    洪山-欢乐谷-祥丰路138号",30.616018,114.384855,15243,2001
"金鹤园南区??
                    洪山-欢乐谷-祥丰路",30.616018,114.384855,14545,2004
"金鹤园北区??
                    洪山-欢乐谷-祥丰路138号",30.616018,114.384855,17654,2001
"金鹤园北区??
                    洪山-欢乐谷-祥丰路138号",30.616018,114.384855,16161,2004
"葛洲坝国际广场??
                    江汉-唐家墩-马场角小路",30.615395,114.268505,23826,2012
"葛洲坝国际广场??
                    江汉-唐家墩-马场角小路",30.615395,114.268505,26532,2012
"葛洲坝国际广场??
                    江汉-唐家墩-马场角小路",30.615395,114.268505,22129,2012
"葛洲坝国际广场??
                    江汉-唐家墩-马场角小路",30.615395,114.268505,23469,2013
"天勤花园??
                    硚口-长丰大道-长丰大道100号",30.615245,114.197753,16630,2008
"常阳永清城??
                    江岸-永清街-解放大道1340号",30.615197,114.314287,36461,2008
"常阳永清城??
                    江岸-永清街-解放大道1340号",30.615197,114.314287,47916,2007
"时尚公寓??
                    江汉-王家墩商务区-振兴东路",30.615024,114.253935,21034,2013
"中城悦城(一期)??
                    江汉-王家墩商务区-振兴三路",30.614892,114.251271,26470,2017
"九坤五环华城??
                    东西湖-吴家山-团结街",30.614053,114.147106,13225,2010
"九坤五环华城??
                    东西湖-吴家山-团结街",30.614053,114.147106,10153,2010
"九坤五环华城??
                    东西湖-吴家山-团结街",30.614053,114.147106,13440,2011
"金利明珠花园??
                    江汉-唐家墩-马场角路64号",30.613543,114.271262,23703,2007
"金利明珠花园??
                    江汉-唐家墩-马场角路64号",30.613543,114.271262,23000,2008
"金利明珠花园??
                    江汉-唐家墩-马场角路64号",30.613543,114.271262,22781,2006
"融侨城2期??
                    武昌-徐东-铁机路",30.61325,114.35258,28000,2018
"华美小区??
                    硚口-长丰大道-长升街附2号",30.613246,114.206283,17582,1999
"王府花园??
                    江岸-竹叶山花桥-三眼桥路26号",30.613105,114.292636,31896,2005
"银舵新都??
                    硚口-长丰大道-舵落口新街86号",30.613072,114.176834,18487,2010
"仁义社区??
                    江岸-永清街-解放大道1332号",30.612971,114.312331,32352,1998
"花样年花郡(一期)??
                    洪山-欢乐谷-仁和路138号",30.612965,114.390395,22777,2014
"花样年花郡(一期)??
                    洪山-欢乐谷-仁和路138号",30.612965,114.390395,26140,2015
"花样年花郡(一期)??
                    洪山-欢乐谷-仁和路138号",30.612965,114.390395,20149,2016
"长福沁苑公寓??
                    江汉-唐家墩-香港路228号",30.612931,114.289066,19853,2005
"中原大厦??
                    江岸-永清街-解放大道1328号",30.6127,114.311858,29672,2000
"丰华园??
                    硚口-长丰大道-长丰大道",30.612644,114.21725,15294,2009
"丰华园??
                    硚口-长丰大道-长丰大道",30.612644,114.21725,16292,2009
"丰华园??
                    硚口-长丰大道-长丰大道",30.612644,114.21725,14883,2005
"常码头社区??
                    硚口-长丰大道-发展大道27号",30.612443,114.238377,18500,2002
"百姓之春??
                    硚口-长丰大道-长丰大道172号",30.612432,114.220953,15373,2008
"百姓之春??
                    硚口-长丰大道-长丰大道172号",30.612432,114.220953,16818,2010
"易家墩街田庄社区??
                    硚口-长丰大道-古田一路18号",30.612422,114.193126,12941,1998
"盛世长丰??
                    硚口-长丰大道-长丰大道150号",30.612342,114.21399,15500,2013
"钢都欧式花园??
                    洪山-欢乐谷-友谊大道722号",30.612327,114.374916,17676,2006
"天泽一方??
                    硚口-长丰大道-古田四路199号",30.6123,114.223785,16000,2010
"钻石公寓??
                    江汉-唐家墩-马场角路51号",30.612224,114.269483,22738,2005
"富豪花园东区??
                    江汉-唐家墩-马场角路48号",30.61198,114.271475,21637,2005
"富豪花园西区??
                    江汉-唐家墩-马场角路48号",30.61198,114.271475,18150,2000
"富豪花园西区??
                    江汉-唐家墩-马场角路48号",30.61198,114.271475,15530,2000
"吉林社区??
                    江岸-永清街-长春街56号",30.61167,114.316409,30000,1995
"吉林社区??
                    江岸-永清街-长春街56号",30.61167,114.316409,32653,1996
"吉林社区??
                    江岸-永清街-长春街56号",30.61167,114.316409,30101,1990
"天宇万象国际??
                    硚口-长丰大道-古乐路",30.610995,114.208118,14729,2017
"天宇万象国际(商住楼)??
                    硚口-长丰大道-古乐路",30.610995,114.208118,13461,2017
"天宇万象国际??
                    硚口-长丰大道-古乐路",30.610995,114.208118,15131,2015
"天宇万象国际??
                    硚口-长丰大道-古乐路",30.610995,114.208118,13947,2017
"天宇万象国际(商住楼)??
                    硚口-长丰大道-古乐路",30.610995,114.208118,13026,2016
"天宇万象国际(商住楼)??
                    硚口-长丰大道-古乐路",30.610995,114.208118,14000,2017
"天宇万象国际??
                    硚口-长丰大道-古乐路",30.610995,114.208118,15800,2018
"天宇万象国际(商住楼)??
                    硚口-长丰大道-古乐路",30.610995,114.208118,15250,2016
"天宇万象国际(商住楼)??
                    硚口-长丰大道-古乐路",30.610995,114.208118,13815,2015
"天宇万象国际??
                    硚口-长丰大道-古乐路",30.610995,114.208118,13815,2012
"天宇万象国际??
                    硚口-长丰大道-古乐路",30.610995,114.208118,15558,2017
"天宇万象国际??
                    硚口-长丰大道-古乐路",30.610995,114.208118,16000,2016
"天宇万象国际??
                    硚口-长丰大道-古乐路",30.610995,114.208118,13381,2016
"天宇万象国际??
                    硚口-长丰大道-古乐路",30.610995,114.208118,16078,2016
"云鹤园??
                    硚口-汉西-长丰大道",30.61099,114.22706,14848,2000
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",30.610988,114.223293,18333,2015
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",30.610988,114.223293,17021,2016
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",30.610988,114.223293,19668,2016
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",30.610988,114.223293,19545,2015
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",30.610988,114.223293,19111,2015
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",30.610988,114.223293,18539,2017
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",30.610988,114.223293,21600,2016
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",30.610988,114.223293,18800,2017
"武汉碧桂园江汉山色??
                    汉南-汉南-船头山1号",30.610951,114.266384,8620,2010
"武汉碧桂园江汉山色??
                    汉南-汉南-船头山1号",30.610951,114.266384,8400,2013
"精品园??
                    硚口-汉西-汉西三路",30.610935,114.227353,15060,2009
"俊华雅苑??
                    江岸-永清街-解放大道1282号",30.610845,114.310749,32954,2004
"俊华雅苑??
                    江岸-永清街-解放大道1282号",30.610845,114.310749,32222,2008
"金地自在城(东区)??
                    洪山-欢乐谷-团结大道",30.610782,114.389955,23268,2016
"金地自在城(东区)??
                    洪山-欢乐谷-团结大道",30.610782,114.389955,23856,2016
"金地自在城(东区)??
                    洪山-欢乐谷-团结大道",30.610782,114.389955,22258,2015
"金地自在城(东区)??
                    洪山-欢乐谷-团结大道",30.610782,114.389955,25000,2017
"金地自在城(东区)??
                    洪山-欢乐谷-团结大道",30.610782,114.389955,25423,2017
"金地自在城(东区)??
                    洪山-欢乐谷-团结大道",30.610782,114.389955,19921,2016
"天下城市星座??
                    江汉-唐家墩-菱角湖路2号",30.610754,114.280493,29166,2008
"云鹤小区??
                    硚口-汉西-长丰大道",30.610181,114.229161,14487,1998
"云鹤小区??
                    硚口-汉西-长丰大道",30.610181,114.229161,13880,2015
"云鹤小区??
                    硚口-汉西-长丰大道",30.610181,114.229161,14130,2010
"云鹤小区??
                    硚口-汉西-长丰大道",30.610181,114.229161,16428,2000
"云鹤小区??
                    硚口-汉西-长丰大道",30.610181,114.229161,15322,2000
"水果湖发改委宿舍??
                    武昌-水果湖-东一路19号",30.61015,114.316742,34302,1997
"发改委宿舍??
                    江岸-永清街-胜利街",30.61015,114.316742,34883,2000
"未来家园??
                    江岸-永清街-京汉大道1310附2号",30.610044,114.312046,35000,2010
"泛海国际居住区竹海园??
                    江汉-王家墩商务区-淮海路",30.609912,114.258259,28723,2014
"泛海国际居住区竹海园??
                    江汉-王家墩商务区-淮海路",30.609912,114.258259,27894,2016
"泛海国际居住区桂海园??
                    江汉-王家墩商务区-淮海路",30.609912,114.258259,28901,2017
"泛海国际居住区桂海园??
                    江汉-王家墩商务区-淮海路",30.609912,114.258259,30549,2016
"泛海国际居住区松海园??
                    江汉-王家墩商务区-淮海路",30.609912,114.258259,33505,2018
"泛海国际居住区桂海园??
                    江汉-王家墩商务区-淮海路",30.609912,114.258259,36458,2017
"航侧小区??
                    江汉-唐家墩-青年路414号",30.609893,114.269343,18064,2000
"天下晶立方??
                    江汉-唐家墩-长江日报路28号",30.609828,114.280377,25384,2012
"城市之光??
                    江夏-软件园-光谷一路",30.609816,114.272979,17682,2012
