address,time,LATB,LNGB,price
"华中国际广场??
                    江岸-竹叶山花桥-黄孝河路",2016年建造,30.629023,114.293964,13954
"华中国际广场??
                    江岸-竹叶山花桥-黄孝河路",2018年建造,30.629023,114.293964,17846
"学林华府??
                    江汉-杨汊湖-常青一路站北二村239号",2008年建造,30.628898,114.266836,19967
"金色雅园金源苑??
                    江汉-常青-红旗渠路",2003年建造,30.62835,114.251168,19277
"金色雅园金源苑??
                    江汉-常青-红旗渠路",2008年建造,30.62835,114.251168,19934
"金色雅园金源苑??
                    江汉-常青-红旗渠路",2003年建造,30.62835,114.251168,16666
"新华家园文锦苑??
                    江汉-杨汊湖-常青一路206号",2004年建造,30.628328,114.264206,22291
"新华家园文锦苑??
                    江汉-杨汊湖-常青一路206号",2007年建造,30.628328,114.264206,16504
"德才里??
                    江岸-竹叶山花桥-发展大道598号",1995年建造,30.628065,114.290467,19444
"冶金108街坊??
                    青山-工业冶金-工业三路",1998年建造,30.628032,114.405961,17924
"冶金108街坊??
                    青山-工业冶金-工业三路",1999年建造,30.628032,114.405961,17500
"冶金108街坊??
                    青山-工业冶金-工业三路",2000年建造,30.628032,114.405961,19827
"华润翡翠城??
                    硚口-长丰大道-城华路",2018年建造,30.62785,114.211171,13380
"冶金105街坊物业小区??
                    青山-工业冶金-黄州街41附1号",1995年建造,30.627791,114.408567,19000
"田园小区??
                    江岸-塔子湖-青松路",2000年建造,30.627455,114.281738,14736
"航天双城??
                    江岸-二七路-解放大道2159号",2008年建造,30.62741,114.32115,29673
"航天双城??
                    江岸-二七路-解放大道2159号",2014年建造,30.62741,114.32115,34965
"航天双城??
                    江岸-二七路-解放大道2159号",2010年建造,30.62741,114.32115,31250
"航天双城??
                    江岸-二七路-解放大道2159号",2013年建造,30.62741,114.32115,34965
"百胜家想时代??
                    江岸-塔子湖-发展大道395-399号",2006年建造,30.627265,114.285351,18461
"紫润明园南区??
                    硚口-长丰大道-城华路",2010年建造,30.62687,114.218441,15274
"紫润明园南区??
                    硚口-长丰大道-城华路",2013年建造,30.62687,114.218441,13736
"东兴天地A区??
                    青山-和平大道-七棉路",2014年建造,30.626868,114.370948,15384
"后九万方二村??
                    江岸-竹叶山花桥-黄浦大街289号",1990年建造,30.62684,114.298017,16250
"罗家庄社区??
                    江岸-二七路-建设大道",2000年建造,30.6267,114.30883,17500
"冶金109街坊??
                    青山-工业冶金-恩施街26附23号",2005年建造,30.626426,114.405437,14537
"杨春湖景苑??
                    洪山-欢乐谷-友谊大道1387号",2009年建造,30.626314,114.422138,16206
"蔡家田社区B区??
                    江岸-竹叶山花桥-俊才街32号",1992年建造,30.625973,114.285495,17371
"蔡家田社区B区??
                    江岸-竹叶山花桥-俊才街32号",1996年建造,30.625973,114.285495,18421
"福星惠誉福星城北区??
                    江汉-常青-红旗渠路89号",2012年建造,30.62586,114.252052,23281
"福星惠誉福星城北区??
                    江汉-常青-红旗渠路89号",2013年建造,30.62586,114.252052,21975
"顶琇晶城??
                    江汉-杨汊湖-发展大道299号",2008年建造,30.625768,114.278709,22872
"钢花新村119街坊??
                    青山-钢都花园-辽宁街",2000年建造,30.625765,114.384505,20000
"钢花新村119街坊??
                    青山-钢都花园-辽宁街",1998年建造,30.625765,114.384505,18043
"钢花新村119街坊??
                    青山-钢都花园-辽宁街",2000年建造,30.625765,114.384505,19357
"亚安花园??
                    江岸-二七路-建设大道832号",2006年建造,30.625329,114.306632,23304
"蔡家田社区A区??
                    江岸-竹叶山花桥-江大路256号",1995年建造,30.625276,114.282184,16216
"蔡家田社区A区??
                    江岸-竹叶山花桥-江大路256号",1999年建造,30.625276,114.282184,18571
"蔡家田社区A区??
                    江岸-竹叶山花桥-江大路256号",1999年建造,30.625276,114.282184,18243
"蔡家田社区A区??
                    江岸-竹叶山花桥-江大路256号",1998年建造,30.625276,114.282184,20662
"奥山世纪城澜郡??
                    青山-和平大道-园林北巷",2014年建造,30.625202,114.368648,26086
"奥山世纪城澜郡??
                    青山-和平大道-园林北巷",2015年建造,30.625202,114.368648,22813
"奥山世纪城澜郡??
                    青山-和平大道-园林北巷",2017年建造,30.625202,114.368648,25531
"奥山世纪城澜郡??
                    青山-和平大道-园林北巷",2018年建造,30.625202,114.368648,26579
"奥山世纪城澜郡??
                    青山-和平大道-园林北巷",2017年建造,30.625202,114.368648,24112
"黄家墩社区??
                    江岸-二七路-黄家墩路",1998年建造,30.62515,114.320619,18771
"东和颐园??
                    东西湖-吴家山-一清路",2011年建造,30.625023,114.160089,15168
"东和颐园??
                    东西湖-吴家山-一清路",2010年建造,30.625023,114.160089,13646
"奥山世纪城澜橼??
                    青山-和平大道-园林路",2015年建造,30.624614,114.367929,24581
"奥山世纪城澜橼??
                    青山-和平大道-园林路",2015年建造,30.624614,114.367929,24468
"奥山世纪城澜橼??
                    青山-和平大道-园林路",2016年建造,30.624614,114.367929,24946
"长航局江大路住宅小区??
                    江岸-竹叶山花桥-江大路24号",2000年建造,30.624561,114.29856,17934
"万科汉口传奇唐樾??
                    江汉-杨汊湖-新华路",2017年建造,30.624497,114.272173,26760
"德威大厦??
                    江岸-竹叶山花桥-江大路28号",2007年建造,30.624296,114.296791,20000
"福星惠誉福星城南区??
                    江汉-常青-红旗渠路89号",2013年建造,30.624223,114.252582,20779
"青翠苑1院??
                    青山-工业冶金-工业一路50附3号",1998年建造,30.624021,114.397802,14358
"中级法院宿舍??
                    江岸-竹叶山花桥-江大路123号",2001年建造,30.623954,114.288349,14204
"统建大江园北苑??
                    江岸-竹叶山花桥-花桥街18号",2003年建造,30.623513,114.300622,22875
"圆梦圆国际广场??
                    江岸-竹叶山花桥-黄孝河路49号",2008年建造,30.623445,114.291925,21264
"奥山世纪城??
                    青山-和平大道-和平大道1214号",2016年建造,30.622936,114.367809,25263
"奥山世纪城??
                    青山-和平大道-和平大道1214号",2013年建造,30.622936,114.367809,24869
"香缇美景??
                    江汉-常青-江大路特1号",2006年建造,30.622889,114.236716,15802
"香缇美景??
                    江汉-常青-江大路特1号",2000年建造,30.622889,114.236716,17901
"香缇美景??
                    江汉-常青-江大路特1号",2000年建造,30.622889,114.236716,16292
"香缇美景??
                    江汉-常青-江大路特1号",2006年建造,30.622889,114.236716,17570
"滨江苑(二期)??
                    江岸-二七路-沿江大道",2006年建造,30.622298,114.325891,32576
"滨江苑(一期)??
                    江岸-二七路-沿江大道",2004年建造,30.622298,114.325891,30689
"蓝空国粹香舍??
                    江汉-唐家墩-唐蔡路2号",2008年建造,30.621893,114.278635,21428
"福星惠誉青城华府??
                    洪山-欢乐谷-仁和路99号",2013年建造,30.621571,114.39537,16043
"福星惠誉青城华府??
                    洪山-欢乐谷-仁和路99号",2015年建造,30.621571,114.39537,18478
"青扬六和??
                    青山-钢都花园-罗家港路3号",2014年建造,30.621558,114.368798,20403
"钢都花园123街坊??
                    青山-钢都花园-友谊大道759号",2002年建造,30.621514,114.376149,19487
"钢都花园123街坊??
                    青山-钢都花园-友谊大道759号",2002年建造,30.621514,114.376149,20131
"钉丝小区??
                    江汉-唐家墩-三眼桥路211号",2000年建造,30.621271,114.283319,18811
"育才社区??
                    江岸-竹叶山花桥-育才三村3号",1995年建造,30.6212,114.289657,20666
"三金华都??
                    江汉-唐家墩-新华路738号",2012年建造,30.621106,114.271328,25892
"三金华都??
                    江汉-唐家墩-新华路738号",2014年建造,30.621106,114.271328,24838
"武汉天地御江璟城??
                    江岸-永清街-永祥路6号",2014年建造,30.621024,114.323049,52995
"武汉天地御江璟城??
                    江岸-永清街-永祥路6号",2014年建造,30.621024,114.323049,54500
"武汉天地御江璟城??
                    江岸-永清街-永祥路6号",2014年建造,30.621024,114.323049,60563
"花桥社区??
                    江岸-竹叶山花桥-惠济一路15附6号",1995年建造,30.620803,114.293104,19870
"香江花园一二期(1-4栋)??
                    江汉-唐家墩-荷花池街",2002年建造,30.620725,114.280877,20833
"钢都花园125街坊??
                    青山-钢都花园-南干渠街",2000年建造,30.619914,114.369482,20250
"馨竹苑??
                    硚口-长丰大道-长风路13号",2012年建造,30.619846,114.197747,15102
"冶建花园(东区)??
                    青山-钢都花园-友谊大道868号",2000年建造,30.619818,114.382154,17241
"冶建花园(东区)??
                    青山-钢都花园-友谊大道868号",2003年建造,30.619818,114.382154,16500
"海虹景??
                    江汉-唐家墩-三眼桥北路39号",2007年建造,30.619762,114.28409,27894
"黄浦雅苑??
                    江岸-永清街-黄浦大街25号",2005年建造,30.6193,114.312687,22924
"黄浦雅苑??
                    江岸-永清街-黄浦大街25号",2004年建造,30.6193,114.312687,28676
"东方雅园三期??
                    洪山-欢乐谷-智和路",2010年建造,30.619008,114.408837,16666
"钢都花园126街坊??
                    青山-钢都花园-友谊大道737号",2002年建造,30.618976,114.37268,21311
"海马公园??
                    江汉-王家墩商务区-后襄河北路",2017年建造,30.618486,114.261832,22900
"鑫城国际聚福苑??
                    江汉-唐家墩-新华路561-587号",2012年建造,30.618196,114.26978,22692
"2008城市花园??
                    硚口-长丰大道-长丰大道99号",2008年建造,30.617895,114.197806,15573
"2008城市花园??
                    硚口-长丰大道-长丰大道99号",2008年建造,30.617895,114.197806,14306
"2008城市花园??
                    硚口-长丰大道-长丰大道99号",2008年建造,30.617895,114.197806,15555
"2008城市花园??
                    硚口-长丰大道-长丰大道99号",2008年建造,30.617895,114.197806,13703
"2008城市花园??
                    硚口-长丰大道-长丰大道99号",2011年建造,30.617895,114.197806,16421
"丰竹园西区??
                    硚口-长丰大道-丰雅路",2006年建造,30.617777,114.243516,16400
"日月华庭??
                    江汉-唐家墩-新华下路83号",2004年建造,30.61775,114.272209,25188
"日月华庭??
                    江汉-唐家墩-新华下路83号",2008年建造,30.61775,114.272209,24230
"日月华庭??
                    江汉-唐家墩-新华下路83号",2006年建造,30.61775,114.272209,2527
"御才名仕??
                    江岸-竹叶山花桥-惠济一路",2016年建造,30.617696,114.294457,34460
"大唐新都??
                    江汉-唐家墩-唐家墩路23号",2004年建造,30.617686,114.277172,19152
"天顺园六组团??
                    硚口-长丰大道-长风路",2008年建造,30.617544,114.222625,13114
"天顺园十组团??
                    硚口-长丰大道-长风路",2000年建造,30.617544,114.222625,13297
"天顺园十组团??
                    硚口-长丰大道-长风路",2008年建造,30.617544,114.222625,13297
"天顺园五组团??
                    硚口-长丰大道-丰顺路",2005年建造,30.617544,114.222625,13000
"天顺园四组团??
                    硚口-长丰大道-丰顺路",2005年建造,30.617544,114.222625,12564
"天顺园东2区??
                    硚口-长丰大道-长风路",2004年建造,30.617544,114.222625,1384
"天顺园东2区??
                    硚口-长丰大道-长风路",2000年建造,30.617544,114.222625,12337
"天顺园东2区??
                    硚口-长丰大道-长风路",2000年建造,30.617544,114.222625,15172
"橡树湾??
                    武昌-徐东-铁机路",2013年建造,30.616862,114.353501,34460
"惠园大公馆??
                    江岸-竹叶山花桥-建设大道959号",2009年建造,30.616804,114.295595,20990
"东航小区??
                    江汉-王家墩商务区-常青路56号",1998年建造,30.616643,114.258217,15145
"江北园丁苑??
                    江汉-唐家墩-牯牛洲街13号",2000年建造,30.61637,114.268199,17142
"惠济社区??
                    江岸-竹叶山花桥-解放公园路48号",1990年建造,30.616078,114.294541,28947
"金鹤园北区??
                    洪山-欢乐谷-祥丰路138号",2001年建造,30.616018,114.384855,15243
"金鹤园南区??
                    洪山-欢乐谷-祥丰路",2004年建造,30.616018,114.384855,14545
"金鹤园北区??
                    洪山-欢乐谷-祥丰路138号",2001年建造,30.616018,114.384855,17654
"金鹤园北区??
                    洪山-欢乐谷-祥丰路138号",2004年建造,30.616018,114.384855,16161
"葛洲坝国际广场??
                    江汉-唐家墩-马场角小路",2012年建造,30.615395,114.268505,23826
"葛洲坝国际广场??
                    江汉-唐家墩-马场角小路",2012年建造,30.615395,114.268505,26532
"葛洲坝国际广场??
                    江汉-唐家墩-马场角小路",2012年建造,30.615395,114.268505,22129
"葛洲坝国际广场??
                    江汉-唐家墩-马场角小路",2013年建造,30.615395,114.268505,23469
"天勤花园??
                    硚口-长丰大道-长丰大道100号",2008年建造,30.615245,114.197753,16630
"常阳永清城??
                    江岸-永清街-解放大道1340号",2008年建造,30.615197,114.314287,36461
"常阳永清城??
                    江岸-永清街-解放大道1340号",2007年建造,30.615197,114.314287,47916
"时尚公寓??
                    江汉-王家墩商务区-振兴东路",2013年建造,30.615024,114.253935,21034
"中城悦城(一期)??
                    江汉-王家墩商务区-振兴三路",2017年建造,30.614892,114.251271,26470
"九坤五环华城??
                    东西湖-吴家山-团结街",2010年建造,30.614053,114.147106,13225
"九坤五环华城??
                    东西湖-吴家山-团结街",2010年建造,30.614053,114.147106,10153
"九坤五环华城??
                    东西湖-吴家山-团结街",2011年建造,30.614053,114.147106,13440
"金利明珠花园??
                    江汉-唐家墩-马场角路64号",2007年建造,30.613543,114.271262,23703
"金利明珠花园??
                    江汉-唐家墩-马场角路64号",2008年建造,30.613543,114.271262,23000
"金利明珠花园??
                    江汉-唐家墩-马场角路64号",2006年建造,30.613543,114.271262,22781
"融侨城2期??
                    武昌-徐东-铁机路",2018年建造,30.61325,114.35258,28000
"华美小区??
                    硚口-长丰大道-长升街附2号",1999年建造,30.613246,114.206283,17582
"王府花园??
                    江岸-竹叶山花桥-三眼桥路26号",2005年建造,30.613105,114.292636,31896
"银舵新都??
                    硚口-长丰大道-舵落口新街86号",2010年建造,30.613072,114.176834,18487
"仁义社区??
                    江岸-永清街-解放大道1332号",1998年建造,30.612971,114.312331,32352
"花样年花郡(一期)??
                    洪山-欢乐谷-仁和路138号",2014年建造,30.612965,114.390395,22777
"花样年花郡(一期)??
                    洪山-欢乐谷-仁和路138号",2015年建造,30.612965,114.390395,26140
"花样年花郡(一期)??
                    洪山-欢乐谷-仁和路138号",2016年建造,30.612965,114.390395,20149
"长福沁苑公寓??
                    江汉-唐家墩-香港路228号",2005年建造,30.612931,114.289066,19853
"中原大厦??
                    江岸-永清街-解放大道1328号",2000年建造,30.6127,114.311858,29672
"丰华园??
                    硚口-长丰大道-长丰大道",2009年建造,30.612644,114.21725,15294
"丰华园??
                    硚口-长丰大道-长丰大道",2009年建造,30.612644,114.21725,16292
"丰华园??
                    硚口-长丰大道-长丰大道",2005年建造,30.612644,114.21725,14883
"常码头社区??
                    硚口-长丰大道-发展大道27号",2002年建造,30.612443,114.238377,18500
"百姓之春??
                    硚口-长丰大道-长丰大道172号",2008年建造,30.612432,114.220953,15373
"百姓之春??
                    硚口-长丰大道-长丰大道172号",2010年建造,30.612432,114.220953,16818
"易家墩街田庄社区??
                    硚口-长丰大道-古田一路18号",1998年建造,30.612422,114.193126,12941
"盛世长丰??
                    硚口-长丰大道-长丰大道150号",2013年建造,30.612342,114.21399,15500
"钢都欧式花园??
                    洪山-欢乐谷-友谊大道722号",2006年建造,30.612327,114.374916,17676
"天泽一方??
                    硚口-长丰大道-古田四路199号",2010年建造,30.6123,114.223785,16000
"钻石公寓??
                    江汉-唐家墩-马场角路51号",2005年建造,30.612224,114.269483,22738
"富豪花园东区??
                    江汉-唐家墩-马场角路48号",2005年建造,30.61198,114.271475,21637
"富豪花园西区??
                    江汉-唐家墩-马场角路48号",2000年建造,30.61198,114.271475,18150
"富豪花园西区??
                    江汉-唐家墩-马场角路48号",2000年建造,30.61198,114.271475,15530
"吉林社区??
                    江岸-永清街-长春街56号",1995年建造,30.61167,114.316409,30000
"吉林社区??
                    江岸-永清街-长春街56号",1996年建造,30.61167,114.316409,32653
"吉林社区??
                    江岸-永清街-长春街56号",1990年建造,30.61167,114.316409,30101
"天宇万象国际??
                    硚口-长丰大道-古乐路",2017年建造,30.610995,114.208118,14729
"天宇万象国际(商住楼)??
                    硚口-长丰大道-古乐路",2017年建造,30.610995,114.208118,13461
"天宇万象国际??
                    硚口-长丰大道-古乐路",2015年建造,30.610995,114.208118,15131
"天宇万象国际??
                    硚口-长丰大道-古乐路",2017年建造,30.610995,114.208118,13947
"天宇万象国际(商住楼)??
                    硚口-长丰大道-古乐路",2016年建造,30.610995,114.208118,13026
"天宇万象国际(商住楼)??
                    硚口-长丰大道-古乐路",2017年建造,30.610995,114.208118,14000
"天宇万象国际??
                    硚口-长丰大道-古乐路",2018年建造,30.610995,114.208118,15800
"天宇万象国际(商住楼)??
                    硚口-长丰大道-古乐路",2016年建造,30.610995,114.208118,15250
"天宇万象国际(商住楼)??
                    硚口-长丰大道-古乐路",2015年建造,30.610995,114.208118,13815
"天宇万象国际??
                    硚口-长丰大道-古乐路",2012年建造,30.610995,114.208118,13815
"天宇万象国际??
                    硚口-长丰大道-古乐路",2017年建造,30.610995,114.208118,15558
"天宇万象国际??
                    硚口-长丰大道-古乐路",2016年建造,30.610995,114.208118,16000
"天宇万象国际??
                    硚口-长丰大道-古乐路",2016年建造,30.610995,114.208118,13381
"天宇万象国际??
                    硚口-长丰大道-古乐路",2016年建造,30.610995,114.208118,16078
"云鹤园??
                    硚口-汉西-长丰大道",2000年建造,30.61099,114.22706,14848
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",2015年建造,30.610988,114.223293,18333
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",2016年建造,30.610988,114.223293,17021
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",2016年建造,30.610988,114.223293,19668
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",2015年建造,30.610988,114.223293,19545
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",2015年建造,30.610988,114.223293,19111
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",2017年建造,30.610988,114.223293,18539
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",2016年建造,30.610988,114.223293,21600
"广电兰亭荣荟??
                    硚口-长丰大道-古田四路",2017年建造,30.610988,114.223293,18800
"武汉碧桂园江汉山色??
                    汉南-汉南-船头山1号",2010年建造,30.610951,114.266384,8620
"武汉碧桂园江汉山色??
                    汉南-汉南-船头山1号",2013年建造,30.610951,114.266384,8400
"精品园??
                    硚口-汉西-汉西三路",2009年建造,30.610935,114.227353,15060
"俊华雅苑??
                    江岸-永清街-解放大道1282号",2004年建造,30.610845,114.310749,32954
"俊华雅苑??
                    江岸-永清街-解放大道1282号",2008年建造,30.610845,114.310749,32222
"金地自在城(东区)??
                    洪山-欢乐谷-团结大道",2016年建造,30.610782,114.389955,23268
"金地自在城(东区)??
                    洪山-欢乐谷-团结大道",2016年建造,30.610782,114.389955,23856
"金地自在城(东区)??
                    洪山-欢乐谷-团结大道",2015年建造,30.610782,114.389955,22258
"金地自在城(东区)??
                    洪山-欢乐谷-团结大道",2017年建造,30.610782,114.389955,25000
"金地自在城(东区)??
                    洪山-欢乐谷-团结大道",2017年建造,30.610782,114.389955,25423
"金地自在城(东区)??
                    洪山-欢乐谷-团结大道",2016年建造,30.610782,114.389955,19921
"天下城市星座??
                    江汉-唐家墩-菱角湖路2号",2008年建造,30.610754,114.280493,29166
"云鹤小区??
                    硚口-汉西-长丰大道",1998年建造,30.610181,114.229161,14487
"云鹤小区??
                    硚口-汉西-长丰大道",2015年建造,30.610181,114.229161,13880
"云鹤小区??
                    硚口-汉西-长丰大道",2010年建造,30.610181,114.229161,14130
"云鹤小区??
                    硚口-汉西-长丰大道",2000年建造,30.610181,114.229161,16428
"云鹤小区??
                    硚口-汉西-长丰大道",2000年建造,30.610181,114.229161,15322
"水果湖发改委宿舍??
                    武昌-水果湖-东一路19号",1997年建造,30.61015,114.316742,34302
"发改委宿舍??
                    江岸-永清街-胜利街",2000年建造,30.61015,114.316742,34883
"未来家园??
                    江岸-永清街-京汉大道1310附2号",2010年建造,30.610044,114.312046,35000
"泛海国际居住区竹海园??
                    江汉-王家墩商务区-淮海路",2014年建造,30.609912,114.258259,28723
"泛海国际居住区竹海园??
                    江汉-王家墩商务区-淮海路",2016年建造,30.609912,114.258259,27894
"泛海国际居住区桂海园??
                    江汉-王家墩商务区-淮海路",2017年建造,30.609912,114.258259,28901
"泛海国际居住区桂海园??
                    江汉-王家墩商务区-淮海路",2016年建造,30.609912,114.258259,30549
"泛海国际居住区松海园??
                    江汉-王家墩商务区-淮海路",2018年建造,30.609912,114.258259,33505
"泛海国际居住区桂海园??
                    江汉-王家墩商务区-淮海路",2017年建造,30.609912,114.258259,36458
"航侧小区??
                    江汉-唐家墩-青年路414号",2000年建造,30.609893,114.269343,18064
"天下晶立方??
                    江汉-唐家墩-长江日报路28号",2012年建造,30.609828,114.280377,25384
"城市之光??
                    江夏-软件园-光谷一路",2012年建造,30.609816,114.272979,17682
"城市之光??
                    江夏-软件园-光谷一路",2014年建造,30.609816,114.272979,17857
"城市之光??
                    江夏-软件园-光谷一路",2014年建造,30.609816,114.272979,18891
"城市之光??
                    江夏-软件园-光谷一路",2012年建造,30.609816,114.272979,17934
"泛海国际居住区悦海园??
                    江汉-王家墩商务区-云杉路",2014年建造,30.609255,114.262896,31683
"汉江湾壹号??
                    硚口-古田-古田一路",2018年建造,30.609215,114.190042,17560
"绿景苑港东名居(二期)??
                    洪山-欢乐谷-园林路",2016年建造,30.609081,114.375931,17890
"光华小区??
                    江岸-台北香港路-光华路",1995年建造,30.60901,114.297669,19672
"雅丰园??
                    硚口-汉西-古田四路280号",2010年建造,30.608867,114.225478,15111
"雅丰园??
                    硚口-汉西-古田四路280号",2006年建造,30.608867,114.225478,19072
"武丰佳园??
                    洪山-欢乐谷-园林路",2015年建造,30.608823,114.385132,16574
"陈怀民路小区??
                    江岸-永清街-中山大道1470号",1998年建造,30.6084,114.314544,24226
"两湖官邸??
                    江汉-唐家墩-北湖西路4号",2010年建造,30.608367,114.271993,26000
"福星惠誉仁和公馆??
                    洪山-欢乐谷-仁和路",2016年建造,30.608292,114.39767,18063
"黄菱苑??
                    江汉-唐家墩-长江日报路59-73号",1999年建造,30.608041,114.28588,15865
"湖边坊社区??
                    江岸-永清街-绿缘路5号",1998年建造,30.60797,114.302072,19021
"金涛六合花园??
                    江岸-永清街-六合路26号",2004年建造,30.607718,114.314411,29139
"惠西小区??
                    江岸-台北香港路-高雄路167号",2002年建造,30.607578,114.29032,20000
"汉口人家??
                    硚口-古田-解放大道49号",2007年建造,30.607555,114.202039,21276
"保利海上五月花二期??
                    江夏-庙山-江夏大道",2012年建造,30.607466,114.283012,13684
"保利海上五月花二期??
                    江夏-庙山-江夏大道",2016年建造,30.607466,114.283012,14615
"保利海上五月花二期??
                    江夏-庙山-江夏大道",2015年建造,30.607466,114.283012,14356
"保利海上五月花二期??
                    江夏-庙山-江夏大道",2014年建造,30.607466,114.283012,14065
"保利海上五月花二期??
                    江夏-庙山-江夏大道",2015年建造,30.607466,114.283012,14456
"保利海上五月花二期??
                    江夏-庙山-江夏大道",2017年建造,30.607466,114.283012,14112
"华发中城荟??
                    江汉-王家墩商务区-淮海路",2018年建造,30.607429,114.265218,28235
"华发中城荟??
                    江汉-王家墩商务区-淮海路",2014年建造,30.607429,114.265218,28301
"华发中城荟??
                    江汉-王家墩商务区-淮海路",2018年建造,30.607429,114.265218,28237
"华发中城荟??
                    江汉-王家墩商务区-淮海路",2018年建造,30.607429,114.265218,28503
"华发中城荟??
                    江汉-王家墩商务区-淮海路",2016年建造,30.607429,114.265218,29500
"华发中城荟??
                    江汉-王家墩商务区-淮海路",2018年建造,30.607429,114.265218,29750
"华发中城荟??
                    江汉-王家墩商务区-淮海路",2017年建造,30.607429,114.265218,28488
"华发中城荟??
                    江汉-王家墩商务区-淮海路",2017年建造,30.607429,114.265218,28992
"华发中城荟??
                    江汉-王家墩商务区-淮海路",2016年建造,30.607429,114.265218,28228
"华发中城荟??
                    江汉-王家墩商务区-淮海路",2016年建造,30.607429,114.265218,28400
"华发中城荟??
                    江汉-王家墩商务区-淮海路",2017年建造,30.607429,114.265218,28679
"润和花园??
                    硚口-汉西-汉西二路79号",2010年建造,30.60733,114.229658,14772
"润和花园??
                    硚口-汉西-汉西二路79号",2002年建造,30.60733,114.229658,17241
"润和花园??
                    硚口-汉西-汉西二路79号",2005年建造,30.60733,114.229658,16666
"安和九龙阁??
                    江岸-台北香港路-香港路121号",1999年建造,30.607261,114.294196,17545
"中行花苑??
                    江岸-台北香港路-高雄路151号",2000年建造,30.607248,114.292297,18857
"铁机宿舍西区??
                    洪山-铁机路-铁机路",1996年建造,30.607212,114.365746,16000
"万科金域华府??
                    武昌-徐东-纺机路29号",2010年建造,30.607062,114.358404,22777
"万科金域华府??
                    武昌-徐东-纺机路29号",2011年建造,30.607062,114.358404,34090
"保利才盛景苑(1-8栋)??
                    洪山-铁机路-铁机路",2012年建造,30.607041,114.361362,22758
"保利才盛景苑(1-8栋)??
                    洪山-铁机路-铁机路",2012年建造,30.607041,114.361362,21666
"六合新界??
                    江岸-永清街-胜利街315号",2008年建造,30.60689,114.313448,39041
"六合新界??
                    江岸-永清街-胜利街315号",2007年建造,30.60689,114.313448,37500
"省柴小区??
                    硚口-古田-古田二路87号",2000年建造,30.606829,114.203618,17857
"省柴小区??
                    硚口-古田-古田二路87号",1999年建造,30.606829,114.203618,17469
"省柴小区??
                    硚口-古田-古田二路87号",2000年建造,30.606829,114.203618,19473
"省柴小区??
                    硚口-古田-古田二路87号",2008年建造,30.606829,114.203618,17142
"江景大厦??
                    江岸-永清街-沿江大道228号",2003年建造,30.606827,114.316902,23286
"江景大厦??
                    江岸-永清街-沿江大道228号",2003年建造,30.606827,114.316902,20131
"江景大厦??
                    江岸-永清街-沿江大道228号",2000年建造,30.606827,114.316902,20843
"九运京汉名都??
                    江岸-永清街-京汉大道1081号",2006年建造,30.606622,114.308607,22929
"九运京汉名都??
                    江岸-永清街-京汉大道1081号",2006年建造,30.606622,114.308607,30769
"发展社区??
                    硚口-汉西-展望路",2000年建造,30.606246,114.233532,15740
"海尔国际广场??
                    硚口-古田-解放大道99号",2016年建造,30.606174,114.206529,18699
"海尔国际广场??
                    硚口-古田-解放大道99号",2015年建造,30.606174,114.206529,14452
"海尔国际广场??
                    硚口-古田-解放大道99号",2016年建造,30.606174,114.206529,20108
"鹏程花苑??
                    江岸-台北香港路-苗栗路163-189号",2005年建造,30.606141,114.301626,28721
"现代城市广场??
                    江岸-永清街-京汉大道1272号",2003年建造,30.605984,114.309234,26250
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2016年建造,30.605884,114.309244,10666
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2017年建造,30.605884,114.309244,11428
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2017年建造,30.605884,114.309244,11666
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2017年建造,30.605884,114.309244,10444
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2017年建造,30.605884,114.309244,11797
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2018年建造,30.605884,114.309244,11555
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2016年建造,30.605884,114.309244,11208
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2017年建造,30.605884,114.309244,12000
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2017年建造,30.605884,114.309244,10000
"佳柏现代城(商住楼)??
                    东西湖-吴家山-东西湖大道7020号",2016年建造,30.605884,114.309244,12000
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2016年建造,30.605884,114.309244,11111
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2017年建造,30.605884,114.309244,10888
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2017年建造,30.605884,114.309244,12400
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2017年建造,30.605884,114.309244,11714
"佳柏现代城??
                    东西湖-吴家山-东西湖大道7020号",2018年建造,30.605884,114.309244,11016
"球场花园??
                    江岸-台北香港路-球场路44号",1999年建造,30.605375,114.300371,20952
